molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value,SMILES
CHEMBL365678,5.68,IC50,nM,2090,IC50,uM,2.09,CCC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2ccc4ccccc4c2)C3=O)c1
CHEMBL191314,4.1,IC50,nM,79100,IC50,uM,79.1,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2c4ccccc4cc4ccccc24)C3=O)c1
CHEMBL370961,5.71,IC50,nM,1950,IC50,uM,1.95,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2ccccc2)C3=O)c1
CHEMBL372710,5.1,IC50,nM,8000,IC50,uM,8,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2ccc(Cl)c(Cl)c2)C3=O)c1
CHEMBL364678,4.35,IC50,nM,44600,IC50,uM,44.6,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2cc(Cl)cc(Cl)c2)C3=O)c1
CHEMBL191461,5.75,IC50,nM,1800,IC50,uM,1.8,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)C/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1
CHEMBL363588,5.01,IC50,nM,9810,IC50,uM,9.81,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OC/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1
CHEMBL365136,5.31,IC50,nM,4940,IC50,uM,4.94,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)CC/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1
CHEMBL94,4.85,IC50,nM,14000,IC50,uM,14,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
CHEMBL8320,6.02,Ki,nM,955,Ki,nM,955,O=C1C=CC(=O)C=C1
CHEMBL364729,5.78,Ki,nM,1670,Ki,nM,1670,O=C1C(=O)C(Cl)=C(Cl)C(Cl)=C1Cl
CHEMBL192627,6.79,Ki,nM,163,Ki,nM,163,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl
CHEMBL372071,4.7,IC50,nM,20000,IC50,uM,20,CCN(CC)CCCN1CC(=O)N(C2CC2)CC1=O
CHEMBL192953,4.7,IC50,nM,20000,IC50,uM,20,CCN(CC)CCN1CC(=O)N(CCc2ccccc2)CC1=O
CHEMBL372279,4.7,IC50,nM,20000,IC50,uM,20,CC(C)N(CCN1CC(=O)N(CCc2ccc(Cl)cc2Cl)CC1=O)C(C)C
CHEMBL191315,4.7,IC50,nM,20000,IC50,uM,20,COc1ccc(CCN2CC(=O)N(CCc3ccccn3)CC2=O)cc1OC
CHEMBL191930,4.7,IC50,nM,20000,IC50,uM,20,O=C1CN(CCN2CCCC2)C(=O)CN1CCCn1ccnc1
CHEMBL434948,4.7,IC50,nM,20000,IC50,uM,20,CC1CCCCN1CCCN1CC(=O)N(CCc2ccc(F)cc2)CC1=O
CHEMBL190152,4.7,IC50,nM,20000,IC50,uM,20,O=C1CN(CCN2CCOCC2)C(=O)CN1CCC(c1ccccc1)c1ccccc1
CHEMBL95,6.57,IC50,nM,267,IC50,nM,267,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL32823,9.23,IC50,nM,0.59,IC50,nM,0.59,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3
CHEMBL195418,8.52,IC50,nM,3,IC50,nM,3,Cc1c(Cl)nc2ccccc2c1C(=O)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2
CHEMBL195241,8.39,IC50,nM,4.1,IC50,nM,4.1,Cc1c(N2CCN(C)CC2)nc2ccccc2c1C(=O)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2
CHEMBL192682,7.01,IC50,nM,97,IC50,nM,97,O=C(CCCCC1CCSS1)NCCNc1c2c(nc3ccccc13)CCCC2
CHEMBL195179,8.16,IC50,nM,6.96,IC50,nM,6.96,O=C(CCCCC1CCSS1)NCCCNc1c2c(nc3ccccc13)CCCC2
CHEMBL424833,7.45,IC50,nM,35.2,IC50,nM,35.2,O=C(CCCCC1CCSS1)NCCCCNc1c2c(nc3ccccc13)CCCC2
CHEMBL425739,7.42,IC50,nM,38.4,IC50,nM,38.4,O=C(CCCCC1CCSS1)NCCCCCNc1c2c(nc3ccccc13)CCCC2
CHEMBL278963,7.52,IC50,nM,30.1,IC50,nM,30.1,O=C(CCCCC1CCSS1)NCCCCCCNc1c2c(nc3ccccc13)CCCC2
CHEMBL195067,7.49,IC50,nM,32.7,IC50,nM,32.7,O=C(CCCCC1CCSS1)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2
CHEMBL194823,9.6,IC50,nM,0.253,IC50,nM,0.253,O=C(CCCCC1CCSS1)NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2
CHEMBL363391,5.96,IC50,nM,1090,IC50,nM,1090,Nc1c2c(nc3cc(Cl)ccc13)CC(CNC(=O)CCCCC1CCSS1)CC2
CHEMBL191758,7.67,IC50,nM,21.5,IC50,nM,21.5,NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2
CHEMBL95,6.37,IC50,nM,424,IC50,nM,424,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL555666,9.3,IC50,nM,0.5,IC50,nM,0.5,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2.Cl.Cl
CHEMBL557155,9.47,IC50,nM,0.34,IC50,nM,0.34,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2.Cl.Cl
CHEMBL534932,9.48,IC50,nM,0.33,IC50,nM,0.33,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2.Cl.Cl
CHEMBL2113368,9.49,IC50,nM,0.32,IC50,nM,0.32,CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(NCCCN(C)CCCCNc4c5c(nc6ccccc46)CCCC5)c3[C@H](C1)C2.Cl.Cl.Cl
CHEMBL555214,9.35,IC50,nM,0.45,IC50,nM,0.45,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2.Cl.Cl
CHEMBL538573,9.48,IC50,nM,0.33,IC50,nM,0.33,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2.Cl.Cl
CHEMBL539599,9.4,IC50,nM,0.4,IC50,nM,0.4,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2.Cl.Cl
CHEMBL2113367,9.54,IC50,nM,0.29,IC50,nM,0.29,CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(NCCCN(C)CCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3[C@H](C1)C2.Cl.Cl.Cl
CHEMBL75121,7.35,IC50,nM,44.5,IC50,nM,44.5,COc1cc2cc(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)oc2cc1OC
CHEMBL1677,6.69,IC50,nM,205,IC50,nM,205,Cl.Nc1c2c(nc3ccccc13)CCCC2
CHEMBL1255901,6.58,IC50,nM,260,IC50,nM,260,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2
CHEMBL536047,9.11,IC50,nM,0.78,IC50,nM,0.78,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2.Cl
CHEMBL371276,4.71,IC50,nM,19600,IC50,uM,19.6,COc1cc2ccnc3c2c(c1OC)COC3=O
CHEMBL196116,4,IC50,nM,100000,IC50,uM,100,C=CCC1(OC)OCc2c(OC)c(OC)cc3ccnc1c23
CHEMBL371006,4.02,IC50,nM,96000,IC50,uM,96,COc1cc2ccnc3c2c(c1OC)COC3(CC(O)CO)OC
CHEMBL371651,4.34,IC50,nM,46000,IC50,uM,46,COc1cc2ccnc3c2c(c1OC)C(Br)OC3=O
CHEMBL95,6.7,IC50,nM,200,IC50,uM,0.2,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL94,7.52,IC50,nM,30,IC50,uM,0.03,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
CHEMBL1385,5.97,IC50,nM,1070,IC50,uM,1.07,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCNC2
CHEMBL194372,7,IC50,nM,101,IC50,nM,101,CN[C@@H](CCOc1ccc([N+](=O)[O-])cc1)c1ccc(OC(=O)N(C)C)cc1
CHEMBL197696,7.85,IC50,nM,14,IC50,nM,14,CN(C)C(=O)Oc1ccc2c(c1)C=CCN(C)[C@@H]2CCOc1ccc([N+](=O)[O-])cc1
CHEMBL199670,9.3,IC50,nM,0.5,IC50,nM,0.5,O=C(CCCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccccc12
CHEMBL95,6.46,IC50,nM,350,IC50,nM,350,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL370807,9.35,IC50,nM,0.45,IC50,nM,0.45,O=C(CCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccc(O)cc12
CHEMBL372202,10.4,IC50,nM,0.04,IC50,nM,0.04,COc1ccc2[nH]cc(CCNC(=O)CCCCCCNc3c4c(nc5cc(Cl)cc(Cl)c35)CCCC4)c2c1
CHEMBL382260,9.19,IC50,nM,0.65,IC50,nM,0.65,COc1ccc2[nH]cc(CCNC(=O)CCCCCCNc3c4c(nc5ccccc35)CCCC4)c2c1
CHEMBL202661,9.06,IC50,nM,0.87,IC50,nM,0.87,O=C(CCCCCNc1c2c(nc3cccc(Cl)c13)CCCC2)NCCc1c[nH]c2ccccc12
CHEMBL381499,10,IC50,nM,0.1,IC50,nM,0.1,O=C(CCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)NCCc1c[nH]c2ccccc12
CHEMBL204895,7,IC50,nM,100,IC50,nM,100,CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1O2
CHEMBL382207,5.41,IC50,nM,3860,IC50,nM,3860,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCO[C@@H]2N3C)cc1
CHEMBL205335,6.85,IC50,nM,142,IC50,nM,142,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@@]1(C)CCO[C@H]1N2C
CHEMBL205895,7.89,IC50,nM,13,IC50,nM,13,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1N2C
CHEMBL381926,7.09,IC50,nM,82,IC50,nM,82,CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1N2C
CHEMBL205940,7.25,IC50,nM,56,IC50,nM,56,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCO[C@H]1N2C
CHEMBL205231,7.57,IC50,nM,27,IC50,nM,27,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1N2C
CHEMBL129837,6.12,IC50,nM,760,IC50,nM,760,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1
CHEMBL381782,5.26,IC50,nM,5510,IC50,nM,5510,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)[C@H]1N2C
CHEMBL130458,8,IC50,nM,10,IC50,nM,10,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
CHEMBL205340,7.03,IC50,nM,94,IC50,nM,94,CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
CHEMBL382351,5,IC50,nM,9890,IC50,nM,9890,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)[C@H]1N2C
CHEMBL94,7.55,IC50,nM,28,IC50,nM,28,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
CHEMBL205321,5.46,IC50,nM,3430,IC50,nM,3430,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CO[C@@H](C2)O3)cc1
CHEMBL207777,7.01,IC50,nM,97,IC50,nM,97,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CO[C@@H](C1)O2
CHEMBL378404,7.42,IC50,nM,38,IC50,nM,38,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@@]1(C)CO[C@H](C1)O2
CHEMBL205967,5.62,IC50,nM,2420,IC50,nM,2420,CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CO[C@@H](C1)O2
CHEMBL380830,6.21,IC50,nM,610,IC50,nM,610,CCNC(=O)Oc1ccc2c(c1)[C@@]1(C)CO[C@H](C1)O2
CHEMBL206237,5.17,IC50,nM,6700,IC50,nM,6700,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@@]2(C)CCO[C@H]2O3)cc1
CHEMBL206093,7.44,IC50,nM,36,IC50,nM,36,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@@]1(C)CCO[C@H]1O2
CHEMBL426674,7.7,IC50,nM,20,IC50,nM,20,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1O2
CHEMBL377283,6.31,IC50,nM,486,IC50,nM,486,CCNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCO[C@H]1O2
CHEMBL464538,7.75,IC50,nM,18,IC50,nM,18,C=CC[N+](C)(C)c1ccc(CCC(=O)CCc2ccc([N+](C)(C)CC=C)cc2)cc1.[Br-].[Br-]
CHEMBL1255901,7.33,IC50,nM,47,IC50,nM,47,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2
CHEMBL433041,7.66,IC50,nM,22,IC50,nM,22,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
CHEMBL54727,7.66,IC50,nM,22,IC50,nM,22,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12
CHEMBL659,6.1,IC50,nM,800,IC50,nM,800,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
CHEMBL636,5.38,IC50,nM,4150,IC50,nM,4150,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
CHEMBL502,7.66,IC50,nM,22,IC50,nM,22,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
CHEMBL95,6.72,IC50,nM,190,IC50,nM,190,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL383242,5.26,IC50,nM,5500,IC50,uM,5.5,COc1ccc(CC2=[N+](C)CCc3cc(OC)c(OC)cc32)cc1OC
CHEMBL19224,4.61,IC50,nM,24330,IC50,uM,24.33,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
CHEMBL207931,4.97,IC50,nM,10730,IC50,uM,10.73,COc1ccc(C(O)c2nccc3cc(OC)c(OC)cc23)cc1OC
CHEMBL208132,5.16,IC50,nM,6940,IC50,uM,6.94,COc1cc2ccnc(C(O)c3ccccc3OC)c2cc1OC
CHEMBL659,6.23,IC50,nM,590,IC50,uM,0.59,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
CHEMBL208092,7.78,Ki,nM,16.5,Ki,nM,16.5,C/C=C1\C2C=C(C)C[C@]1(N)CC(NCCCCCCCNc1c3c(nc4ccccc14)CCCC3)C2(C)C
CHEMBL208599,10.59,Ki,nM,0.026,Ki,nM,0.026,CCC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3[C@@H](C1)C2
CHEMBL1255901,7.33,Ki,nM,47,Ki,nM,47,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2
CHEMBL95,6.86,Ki,nM,137,Ki,nM,137,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL210453,8.19,Ki,nM,6.4,Ki,nM,6.4,C/C=C1\C2C=C(C)C[C@]1(C(=O)OC)CC(NCCCCCCCNc1c3c(nc4ccccc14)CCCC3)C2
CHEMBL382423,7.8,Ki,nM,15.7,Ki,nM,15.7,C/C=C1\C2C=C(C)C[C@]1(N)CC(NCCCCCCCNc1c3c(nc4ccccc14)CCCC3)C2
CHEMBL211471,7.38,IC50,nM,42.1,IC50,nM,42.1,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.COS(=O)(=O)[O-]
CHEMBL209392,7.13,IC50,nM,73.6,IC50,nM,73.6,N#Cc1ccccc1-c1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1
CHEMBL209924,5.99,IC50,nM,1012.9,IC50,nM,1012.9,COc1cc(Br)c(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1OC
CHEMBL212162,5.87,IC50,nM,1341.7,IC50,nM,1341.7,Cc1cc2c(cc1CN1CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC1)OCO2
CHEMBL212111,5.97,IC50,nM,1072.8,IC50,nM,1072.8,CC1=C(CCN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C(=O)C2CCCCC2=N1
CHEMBL209863,5.49,IC50,nM,3203.7,IC50,nM,3203.7,Cc1nc2ccccn2c(=O)c1CCN1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
CHEMBL427232,7.68,IC50,nM,21,IC50,nM,21,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CCN3CCCC3)CC2)cc1
CHEMBL211520,6.9,IC50,nM,126.3,IC50,nM,126.3,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CCN3CCCCC3)CC2)cc1
CHEMBL380050,6.55,IC50,nM,284.2,IC50,nM,284.2,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CCN3CCOCC3)CC2)cc1
CHEMBL536047,10.48,Ki,nM,0.033,Ki,pM,33,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2.Cl
CHEMBL384563,7.01,IC50,nM,98,IC50,nM,98,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2NC=O
CHEMBL536047,9.11,IC50,nM,0.78,IC50,nM,0.78,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2.Cl
CHEMBL1255901,6.58,IC50,nM,260,IC50,nM,260,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2
CHEMBL95,6.69,IC50,nM,205,IC50,nM,205,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL415799,6.65,IC50,nM,225,IC50,nM,225,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2N
CHEMBL386541,7.39,IC50,nM,40.5,IC50,nM,40.5,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2NS(C)(=O)=O
CHEMBL219262,6.41,IC50,nM,386,IC50,nM,386,COc1cc(C(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC
CHEMBL219264,8.08,IC50,nM,8.39,IC50,nM,8.39,COc1cc(CCC(=O)NCCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC
CHEMBL219316,7.23,IC50,nM,59,IC50,nM,59,COc1cc(CCC(=O)NCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC
CHEMBL384886,7.14,IC50,nM,72.1,IC50,nM,72.1,COc1cc(CCC(=O)NCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC
CHEMBL220141,6.87,IC50,nM,135,IC50,nM,135,COc1cc(CCC(=O)NCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC
CHEMBL445846,7.39,IC50,nM,40.7,IC50,nM,40.7,COc1cc(CCC(=O)NCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC
CHEMBL219911,6.44,IC50,nM,365,IC50,nM,365,COc1cc(CCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC
CHEMBL374981,8.29,IC50,nM,5.08,IC50,nM,5.08,COc1cc(C(=O)NCCCCCCCCC(=O)NNc2c3c(cc4ccccc24)CCCC3)cc(OC)c1OC
CHEMBL216159,8.28,IC50,nM,5.24,IC50,nM,5.24,COc1cc(C(=O)NCCCCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC
CHEMBL219569,8.25,IC50,nM,5.65,IC50,nM,5.65,COc1cc(C(=O)NCCCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC
CHEMBL434378,7.74,IC50,nM,18.2,IC50,nM,18.2,COc1cc(C(=O)NCCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC
CHEMBL219550,7.77,IC50,nM,17,IC50,nM,17,COc1cc(C(=O)NCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC
CHEMBL219063,6.62,IC50,nM,241,IC50,nM,241,COc1cc(C(=O)NCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC
CHEMBL266045,7.05,IC50,nM,89.2,IC50,nM,89.2,COc1cc(C(=O)NCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC
CHEMBL385269,7.29,IC50,nM,51.6,IC50,nM,51.6,COc1cc(C(=O)NCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC
CHEMBL95,6.83,IC50,nM,147,IC50,nM,147,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL374184,6.98,IC50,nM,105,IC50,nM,105,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)cc1)CCCC3
CHEMBL218940,7.24,IC50,nM,58,IC50,nM,58,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(OC)c1)CCCC3
CHEMBL436302,6.63,IC50,nM,234,IC50,nM,234,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1OC)CCCC3
CHEMBL219406,6.77,IC50,nM,169,IC50,nM,169,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(C)cc1)CCCC3
CHEMBL219405,6.51,IC50,nM,309,IC50,nM,309,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc([N+](=O)[O-])cc1)CCCC3
CHEMBL220294,6.72,IC50,nM,191,IC50,nM,191,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CCCC3
CHEMBL219400,6.47,IC50,nM,338,IC50,nM,338,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1[N+](=O)[O-])CCCC3
CHEMBL219172,6.71,IC50,nM,193,IC50,nM,193,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(F)cc1)CCCC3
CHEMBL218939,6.91,IC50,nM,122,IC50,nM,122,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1)CCCC3
CHEMBL659,6.22,IC50,nM,600,IC50,uM,0.6,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
CHEMBL659,6.2,IC50,nM,635.33,Log IC50,,-6.197,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
CHEMBL441868,5.72,IC50,nM,1900,IC50,uM,1.9,Cc1c2c(cc[n+]1C)c1cc(O)ccc1n2C
CHEMBL441868,5.72,IC50,nM,1896.71,Log IC50,,-5.722,Cc1c2c(cc[n+]1C)c1cc(O)ccc1n2C
CHEMBL375862,6,IC50,nM,1000,IC50,uM,1,Cc1c2[nH]c3ccc(O)cc3c2cc[n+]1C
CHEMBL375862,6.01,IC50,nM,984.01,Log IC50,,-6.007,Cc1c2[nH]c3ccc(O)cc3c2cc[n+]1C
CHEMBL373651,5.75,IC50,nM,1800,IC50,uM,1.8,Cn1c2ccc(O)cc2c2cc[n+](C)cc21
CHEMBL373651,5.74,IC50,nM,1819.7,Log IC50,,-5.74,Cn1c2ccc(O)cc2c2cc[n+](C)cc21
CHEMBL220905,5.38,IC50,nM,4200,IC50,uM,4.2,C[n+]1ccc2c(c1)[nH]c1ccc(O)cc12
CHEMBL220905,5.38,IC50,nM,4197.59,Log IC50,,-5.377,C[n+]1ccc2c(c1)[nH]c1ccc(O)cc12
CHEMBL374729,6.1,IC50,nM,800,IC50,uM,0.8,COc1ccc2[nH]c3c(C)[n+](C)ccc3c2c1
CHEMBL374729,6.12,IC50,nM,755.09,Log IC50,,-6.122,COc1ccc2[nH]c3c(C)[n+](C)ccc3c2c1
CHEMBL385778,5.89,IC50,nM,1300,IC50,uM,1.3,COc1ccc2c(c1)c1cc[n+](C)cc1n2C
CHEMBL385778,5.86,IC50,nM,1396.37,Log IC50,,-5.855,COc1ccc2c(c1)c1cc[n+](C)cc1n2C
CHEMBL376434,5.66,IC50,nM,2200,IC50,uM,2.2,COc1ccc2[nH]c3c[n+](C)ccc3c2c1
CHEMBL376434,5.66,IC50,nM,2208,Log IC50,,-5.656,COc1ccc2[nH]c3c[n+](C)ccc3c2c1
CHEMBL375077,4.93,IC50,nM,11800,IC50,uM,11.8,COc1ccc2c(c1)c1ccnc(C)c1n2C
CHEMBL375077,4.93,IC50,nM,11776.06,Log IC50,,-4.929,COc1ccc2c(c1)c1ccnc(C)c1n2C
CHEMBL636,4.32,IC50,nM,48000,IC50,uM,48,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
CHEMBL94,6.3,IC50,nM,500,IC50,uM,0.5,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
CHEMBL94,6.31,IC50,nM,493.17,Log IC50,,-6.307,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
CHEMBL375126,4.32,Ki,nM,48200,Ki,uM,48.2,O=C1C(=O)N(Cc2ccc(Cl)c(Cl)c2)c2ccccc21
CHEMBL222752,5.48,Ki,nM,3280,Ki,uM,3.28,O=C1C(=O)N(Cc2ccc(Cc3ccc(CN4C(=O)C(=O)c5ccccc54)cc3)cc2)c2ccccc21
CHEMBL659,5.5,IC50,nM,3200,IC50,uM,3.2,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
CHEMBL500996,5.27,IC50,nM,5370.32,Log IC50,,-5.27,COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc1ccccc1OC.Cl.Cl.Cl.Cl
CHEMBL94,7.87,IC50,nM,13.49,Log IC50,,-7.87,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
CHEMBL502,7.64,IC50,nM,22.91,Log IC50,,-7.64,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
CHEMBL95,6.37,IC50,nM,426.58,Log IC50,,-6.37,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL611732,4.51,IC50,nM,30902.95,Log IC50,,-4.51,CCN(CCCCCCNc1ccc(CCc2ccc(NCCCCCCN(CC)Cc3ccccc3OC)cc2)cc1)Cc1ccccc1OC
